,name,description,services,website,employees,contact_person,address,telephone,revenue
0,Visiting Homemakers Associaton Of Ottawa,"Visiting Homemakers Associaton Of Ottawa is located in Ottawa, ON, Canada and is part of the Individual and Family Services Industry. Visiting Homemakers Associaton Of Ottawa has      300 total employees across all of its locations and generates $23.04 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Family service agency                                                                                                                           ,"
                                                    www.vhaottawa.ca
                                            ",     300,"
                                        
                                        
                                            Valerie Bishop-DeYoung
                                        
                                        ","
                                            250 City Centre Ave Unit 7 Ottawa, ON, K1R 6K7 Canada
                                            
                                            
                                            
                                        ",(613) 238-8420,$23.04 million
0,Strides Toronto,"Strides Toronto is located in Scarborough, ON, Canada and is part of the Individual and Family Services Industry. Strides Toronto has      300 total employees across all of its locations and generates $23.04 million in sales (USD). (Sales figure is modelled). There are        2 companies in the Strides Toronto corporate family.",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General counseling services                                                                                                                                                                                                                                                              Child guidance agency                                                                                                                           ,"
                                                    www.stridestoronto.ca
                                            ",     300,"
                                        
                                        
                                            Janet McCrimmon
                                        
                                        ","
                                            325 Milner Ave Suite 110 Scarborough, ON, M1B 5N1 Canada
                                            
                                            ",(416) 321-5464,$23.04 million
0,Calgary Catholic Immigration Society,"Calgary Catholic Immigration Society is located in Calgary, AB, Canada and is part of the Individual and Family Services Industry. Calgary Catholic Immigration Society has      300 total employees across all of its locations and generates $23.04 million in sales (USD). (Sales figure is modelled). There are        8 companies in the Calgary Catholic Immigration Society corporate family.",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Multi-service center                                                                                                                           ,"
                                                    www.ccisab.ca
                                            ",     300,"
                                        
                                        
                                            Herman Van Reekum
                                        
                                        ","
                                            1111 11 Ave SW Calgary, AB, T2R 0G5 Canada
                                            
                                            ",(403) 991-2424,$23.04 million
0,Cooperative de Services Rive-Sud,"Cooperative de Services Rive-Sud is located in Lévis, QC, Canada and is part of the Individual and Family Services Industry. Cooperative de Services Rive-Sud has      300 total employees across all of its locations and generates $23.04 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Other Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Old age assistance                                                                                                                           ,"
                                                    www.servicesrivesud.com
                                            ",     300,"
                                        
                                        
                                            Paul-Rene Roy
                                        
                                        ","
                                            730 rte du President-Kennedy Lévis, QC, G6C 1E2 Canada
                                            
                                            
                                            
                                        ",(418) 838-4019,$23.04 million
0,Clinique Communautaire Pointe-St-Charles,"Clinique Communautaire Pointe-St-Charles is located in Montréal, QC, Canada and is part of the Offices of Physicians Industry. Clinique Communautaire Pointe-St-Charles has      120 total employees across all of its locations and generates $22.82 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Offices of Physicians                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Clinic operated by physicians                                                                                                                           ,"
                                                    www.ccpsc.qc.ca
                                            ",     120,"
                                        
                                        
                                            Luc Leblanc
                                        
                                        ","
                                            500 av Ash Montréal, QC, H3K 2R4 Canada
                                            
                                            
                                            
                                        ",(514) 937-9251,$22.82 million
0,Canadian Mental Health Association-Cochrane-Timiskaming Branch,"Canadian Mental Health Association-Cochrane-Timiskaming Branch is located in Timmins, ON, Canada and is part of the Outpatient Care Centers Industry. Canadian Mental Health Association-Cochrane-Timiskaming Branch has      120 total employees across all of its locations and generates $22.82 million in sales (USD). (Sales figure is modelled). There are        2 companies in the Canadian Mental Health Association-Cochrane-Timiskaming Branch corporate",                                                                                                                                       Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Health maintenance organization                                                                                                                           ,"
                                                    www.cmhact.ca
                                            ",     120,"
                                        
                                        
                                            Clark McFarland
                                        
                                        ","
                                            330 Second Ave Suite 201 Timmins, ON, P4N 8A4 Canada
                                            
                                            ",(705) 267-8100,$22.82 million
0,Wellpoint Health Ltd,"Wellpoint Health Ltd is located in Toronto, ON, Canada and is part of the Offices of Physicians Industry. Wellpoint Health Ltd has      120 total employees across all of its locations and generates $22.82 million in sales (USD). (Sales figure is modelled). There are       10 companies in the Wellpoint Health Ltd corporate family.",                                                                                                                                       Offices of Physicians                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General and family practice physician/surgeon                                                                                                                           ,"
                                                    www.wellpoint.ca
                                            ",     120,"
                                        
                                        
                                            Stanley Beck
                                        
                                        ","
                                            1240 Bay St Suite 900 Toronto, ON, M5R 2A7 Canada
                                            
                                            ",(416) 969-3250,$22.82 million
0,Manitoba Clinic Medical Corporation,"Manitoba Clinic Medical Corporation is located in Winnipeg, MB, Canada and is part of the Offices of Physicians Industry. Manitoba Clinic Medical Corporation has      120 total employees across all of its locations and generates $22.82 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Offices of Physicians                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Clinic operated by physicians                                                                                                                           ,"
                                                    www.manitobaclinic.com
                                            ",     120,"
                                        
                                        
                                            Victor DeKorompay
                                        
                                        ","
                                            790 Sherbrook St Suite 503 Winnipeg, MB, R3A 1M3 Canada
                                            
                                            
                                            
                                        ",(204) 774-6541,$22.82 million
0,Post Road Health &amp; Diet Inc,"Post Road Health &amp; Diet Inc is located in North York, ON, Canada and is part of the Outpatient Care Centers Industry. Post Road Health &amp; Diet Inc has      300 total employees across all of its locations and generates $22.73 million in sales (USD). (Sales figure is modelled). There are       52 companies in the Post Road Health &amp; Diet Inc corporate family.",                                                                                                                                       Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Weight loss clinic with medical staff                                                                                                                           ,"
                                                    www.drbdiet.com
                                            ",     300,"
                                        
                                        
                                            Stanley Bernstein
                                        
                                        ","
                                            21 Kern Rd North York, ON, M3B 1S9 Canada
                                            
                                            ",(416) 447-3438,$22.73 million
0,Centre de Recherche Interdisciplinaire En Readaptation du Montreal Metropolitain CRIR,"Centre de Recherche Interdisciplinaire En Readaptation du Montreal Metropolitain CRIR is located in Laval, QC, Canada and is part of the Outpatient Care Centers Industry. Centre de Recherche Interdisciplinaire En Readaptation du Montreal Metropolitain CRIR has      300 total employees across all of its locations and generates $22.73 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Rehabilitation center outpatient treatment                                                                                                                           ,"
                                                    www.hjr-jrh.qc.ca
                                            ",     300,"
                                        
                                        
                                            Carla Vandoni
                                        
                                        ","
                                            3205 place Alton-Goldbloom Laval, QC, H7V 1R2 Canada
                                            
                                            
                                            
                                        ",(450) 688-9550,$22.73 million
0,Reconnect Community Health Services,"Reconnect Community Health Services is located in Toronto, ON, Canada and is part of the Outpatient Care Centers Industry. Reconnect Community Health Services has      300 total employees across all of its locations and generates $22.73 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Mental health clinic outpatient                                                                                                                           ,"
                                                    www.reconnect.on.ca
                                            ",     300,"
                                        
                                        
                                            Mohamed Badsha
                                        
                                        ","
                                            1281 St. Clair Ave W Toronto, ON, M6E 1B8 Canada
                                            
                                            
                                            
                                        ",(416) 248-2050,$22.73 million
0,7506406 Canada Inc.,"7506406 Canada Inc. is located in Mississauga, ON, Canada and is part of the Nonscheduled Air Transportation Industry. 7506406 Canada Inc. has       85 total employees across all of its locations and generates $22.69 million in sales (USD). (Sales figure is modelled). There are        7 companies in the 7506406 Canada Inc. corporate family.",                                                                                                                                       Nonscheduled Air Transportation                                                                                                                                                                                                                                                                                                                                                            Other Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Air Transportation                                                                                                                                                                                                                                                                                                                                                            Transportation and Warehousing                                                                                                                                                                                                                                                                                                                                                        Helicopter carriers nonscheduled                                                                                                                           ,"
                                                    www.ornge.ca
                                            ",      85,"
                                        
                                        
                                            Andrew McCallum
                                        
                                        ","
                                            5310 Explorer Dr Mississauga, ON, L4W 5H8 Canada
                                            
                                            ",(647) 428-2005,$22.69 million
0,Recreation Oak Bay,"Recreation Oak Bay is located in Victoria, BC, Canada and is part of the Other Amusement and Recreation Industries Industry. Recreation Oak Bay has      300 total employees across all of its locations and generates $22.57 million in sales (USD). (Sales figure is modelled). There are        3 companies in the Recreation Oak Bay corporate family.",                                                                                                                                       Other Amusement and Recreation Industries                                                                                                                                                                                                                                                                                                                                                            Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Amusement Gambling and Recreation Industries                                                                                                                                                                                                                                                                                                                                                            Arts Entertainment and Recreation                                                                                                                                                                                                                                                                                                                                                        Membership sports and recreation clubs                                                                                                                           ,"
                                                    www.oakbay.ca
                                            ",     300,"
                                        
                                        
                                            Lorna Curtis
                                        
                                        ","
                                            1975 Bee St Victoria, BC, V8R 5E6 Canada
                                            
                                            ",(250) 595-7946,$22.57 million
0,Bethania Mennonite Personal Care Home Inc,"Bethania Mennonite Personal Care Home Inc is located in Winnipeg, MB, Canada and is part of the Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly Industry. Bethania Mennonite Personal Care Home Inc has      350 total employees across all of its locations and generates $22.50 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Aged home                                                                                                                           ,"
                                                    www.bethania.ca
                                            ",     350,"
                                        
                                        
                                            Anita Kampen
                                        
                                        ","
                                            1045 Concordia Ave Winnipeg, MB, R2K 3S7 Canada
                                            
                                            
                                            
                                        ",(204) 667-0795,$22.50 million
0,Family Day Care Services,"Family Day Care Services is located in North York, ON, Canada and is part of the Child Day Care Services Industry. Family Day Care Services has      700 total employees across all of its locations and generates $22.35 million in sales (USD).  There are       21 companies in the Family Day Care Services corporate family.",                                                                                                                                       Child Day Care Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Child day care services                                                                                                                           ,"
                                                    www.familydaycare.com
                                            ",     700,"
                                        
                                        
                                            Joan Arruda
                                        
                                        ","
                                            155 Gordon Baker Rd Suite 400 North York, ON, M2H 3N5 Canada
                                            
                                            ",(416) 922-9556,$22.35 million
0,984228 N.W.T Limited,"984228 N.W.T Limited is located in Yellowknife, NT, Canada and is part of the Securities and Commodity Contracts Intermediation and Brokerage Industry. 984228 N.W.T Limited has       42 total employees across all of its locations and generates $22.31 million in sales (USD). (Sales figure is modelled). There are        6 companies in the 984228 N.W.T Limited corporate family.",                                                                                                                                       Securities and Commodity Contracts Intermediation and Brokerage                                                                                                                                                                                                                                                                                                                                                            Employment Services                                                                                                                                                                                                                                                                                                                                                            Investigation and Security Services                                                                                                                                                                                                                                                                                                                                                            Vocational Rehabilitation Services                                                                                                                                                                                                                                                                                                                                                        Securities flotation companies                                                                                                                           ,"
                                                    www.scarletsecurity.com
                                            ",      42,"
                                        
                                        
                                            Ronald Near
                                        
                                        ","
                                            5109 48 St Suite 111 Yellowknife, NT, X1A 1N5 Canada
                                            
                                            ",(867) 669-7530,$22.31 million
0,Kelsey Trail Regional Health Authority,"Kelsey Trail Regional Health Authority is located in Tisdale, SK, Canada and is part of the General Medical and Surgical Hospitals Industry. Kelsey Trail Regional Health Authority has      200 total employees across all of its locations and generates $22.22 million in sales (USD). (Sales figure is modelled). There are       14 companies in the Kelsey Trail Regional Health Authority corporate family.",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.kelseytrailhealth.ca
                                            ",     200,"
                                        
                                        
                                            Jim Taylor
                                        
                                        ","
                                            GD Tisdale, SK, S0E 1T0 Canada
                                            
                                            ",(306) 873-6600,$22.22 million
0,Dryden Regional Health Centre,"Dryden Regional Health Centre is located in Dryden, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Dryden Regional Health Centre has      200 total employees across all of its locations and generates $22.22 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.drhc.on.ca
                                            ",     200,"
                                        
                                        
                                            Wade Petranik
                                        
                                        ","
                                            58 Goodall St Dryden, ON, P8N 1V8 Canada
                                            
                                            
                                            
                                        ",(807) 223-8200,$22.22 million
