,name,description,services,website,employees,contact_person,address,telephone,revenue
0,Vancouver Island Multiple Myeloma Support Group Society,"Vancouver Island Multiple Myeloma Support Group Society is located in North Saanich, BC, Canada and is part of the General Medical and Surgical Hospitals Industry. Vancouver Island Multiple Myeloma Support Group Society has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            10910 Deep Cove Road North Saanich, BC, V8L 5P9 Canada
                                            
                                            
                                            
                                        ",(250) 818-8426,$16.66 million
0,Forever Friends Of Hope Foundation Incorporated,"Forever Friends Of Hope Foundation Incorporated is located in Qu'Appelle, SK, Canada and is part of the General Medical and Surgical Hospitals Industry. Forever Friends Of Hope Foundation Incorporated has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            Po Box 422 Qu'Appelle, SK, S0G 4A0 Canada
                                            
                                            
                                            
                                        ",(306) 699-7887,$16.66 million
0,Windsor Organ Transplant And Cardiac Care,"Windsor Organ Transplant And Cardiac Care is located in Kingsville, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Windsor Organ Transplant And Cardiac Care has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            78 Division Street S Kingsville, ON, N9Y 1P6 Canada
                                            
                                            
                                            
                                        ",(519) 733-8372,$16.66 million
0,Hospice Care Ottawa/La Maison De Soins Palliatifs D'Ottawa,"Hospice Care Ottawa/La Maison De Soins Palliatifs D'Ottawa is located in Ottawa, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Hospice Care Ottawa/La Maison De Soins Palliatifs D'Ottawa has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.hospicecareottawa.ca
                                            ",     150,None,"
                                            114 Cameron Avenue Ottawa, ON, K1S 0X1 Canada
                                            
                                            
                                            
                                        ",(613) 260-2906,$16.66 million
0,Project Hands Society,"Project Hands Society is located in Lions Bay, BC, Canada and is part of the General Medical and Surgical Hospitals Industry. Project Hands Society has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            Po Box 543 Lions Bay, BC, V0N 2E0 Canada
                                            
                                            
                                            
                                        ",(604) 921-8262,$16.66 million
0,The Cryptic Rite Charitable Foundation Inc.,"The Cryptic Rite Charitable Foundation Inc. is located in Sarnia, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. The Cryptic Rite Charitable Foundation Inc. has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.cryptic-rite.ca
                                            ",     150,None,"
                                            2108 Garrison Gate Sarnia, ON, N7X 1H7 Canada
                                            
                                            
                                            
                                        ",(519) 542-9000,$16.66 million
0,Pawsitive Independence Autism Service Dogs Of Saskatchewan Inc.,"Pawsitive Independence Autism Service Dogs Of Saskatchewan Inc. is located in Martensville, SK, Canada and is part of the General Medical and Surgical Hospitals Industry. Pawsitive Independence Autism Service Dogs Of Saskatchewan Inc. has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            Po Box 1630 Martensville, SK, S0K 2T0 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,Raymond General Hospital,"Raymond General Hospital is located in Raymond, AB, Canada and is part of the General Medical and Surgical Hospitals Industry. Raymond General Hospital has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            Po Box 599 Raymond, AB, T0K 2S0 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,Dragon Tamers,"Dragon Tamers is located in Kenora, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Dragon Tamers has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            Po Box 65 Stn Main Kenora, ON, P9N 3X1 Canada
                                            
                                            
                                            
                                        ",(807) 548-8827,$16.66 million
0,Sydenham District Hospital,"Sydenham District Hospital is located in Chatham, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Sydenham District Hospital has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            80 Grand Avenue W Chatham, ON, N7L 1B7 Canada
                                            
                                            
                                            
                                        ",(519) 352-6400,$16.66 million
0,Canadian Lyme Disease Foundation,"Canadian Lyme Disease Foundation is located in Edmonton, AB, Canada and is part of the General Medical and Surgical Hospitals Industry. Canadian Lyme Disease Foundation has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.canlyme.com
                                            ",     150,None,"
                                            9131 118 Street Nw Edmonton, AB, T6G 1T6 Canada
                                            
                                            
                                            
                                        ",(250) 768-0978,$16.66 million
0,Ccb Nova Scotia Division,"Ccb Nova Scotia Division is located in Sydney, NS, Canada and is part of the General Medical and Surgical Hospitals Industry. Ccb Nova Scotia Division has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            85 Elmbank Avenue Sydney, NS, B1S 1X8 Canada
                                            
                                            
                                            
                                        ",(902) 564-8081,$16.66 million
0,Walking Through Grief Society,"Walking Through Grief Society is located in Kitscoty, AB, Canada and is part of the General Medical and Surgical Hospitals Industry. Walking Through Grief Society has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            Po Box 284 Kitscoty, AB, T0B 2P0 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,Twilight Home Auxiliary,"Twilight Home Auxiliary is located in Bengough, SK, Canada and is part of the General Medical and Surgical Hospitals Industry. Twilight Home Auxiliary has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            Po Box 437 Bengough, SK, S0C 0K0 Canada
                                            
                                            
                                            
                                        ",(306) 268-2986,$16.66 million
0,Fondation Melissa Et Ses Ami(E)S Inc,"Fondation Melissa Et Ses Ami(E)S Inc is located in Memramcook, NB, Canada and is part of the General Medical and Surgical Hospitals Industry. Fondation Melissa Et Ses Ami(E)S Inc has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            219 Rue Henri Memramcook, NB, E4K 2H3 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,Highway To Healing Support Society,"Highway To Healing Support Society is located in Oliver, BC, Canada and is part of the General Medical and Surgical Hospitals Industry. Highway To Healing Support Society has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.highwaytohealing.org
                                            ",     150,None,"
                                            Po Box 905 Oliver, BC, V0H 1T0 Canada
                                            
                                            
                                            
                                        ",(250) 498-7811,$16.66 million
0,Abreast In A Boat Society,"Abreast In A Boat Society is located in White Rock, BC, Canada and is part of the General Medical and Surgical Hospitals Industry. Abreast In A Boat Society has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            15411 Russell Avenue White Rock, BC, V4B 2R5 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,Rotary District 7090 Gift Of Life Foundation,"Rotary District 7090 Gift Of Life Foundation is located in Niagara On The Lake, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Rotary District 7090 Gift Of Life Foundation has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            Po Box 1439 Niagara On The Lake, ON, L0S 1J0 Canada
                                            
                                            
                                            
                                        ",(905) 768-1881,$16.66 million
0,Jugamos Sport And Development Association,"Jugamos Sport And Development Association is located in North Vancouver, BC, Canada and is part of the General Medical and Surgical Hospitals Industry. Jugamos Sport And Development Association has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            4191 Golf Drive North Vancouver, BC, V7G 1A4 Canada
                                            
                                            
                                            
                                        ",(778) 846-2132,$16.66 million
0,The Canadian Council Of The Blind-Ontario Division,"The Canadian Council Of The Blind-Ontario Division is located in Lindsay, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. The Canadian Council Of The Blind-Ontario Division has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            4 Dyana Drive Lindsay, ON, K9V 5A3 Canada
                                            
                                            
                                            
                                        ",(705) 328-1465,$16.66 million
0,Lifering Secular Recovery Society Canada,"Lifering Secular Recovery Society Canada is located in Parksville, BC, Canada and is part of the General Medical and Surgical Hospitals Industry. Lifering Secular Recovery Society Canada has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.liferingcanada.org
                                            ",     150,None,"
                                            246 Hamilton Avenue Parksville, BC, V9P 2V5 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,Canadian Farmers With Disabilities Registry,"Canadian Farmers With Disabilities Registry is located in Denholm, SK, Canada and is part of the General Medical and Surgical Hospitals Industry. Canadian Farmers With Disabilities Registry has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            Po Box 42 Denholm, SK, S0M 0R0 Canada
                                            
                                            
                                            
                                        ",(506) 743-5384,$16.66 million
