,name,description,services,website,employees,contact_person,address,telephone,revenue
0,Hôpital Jeffery Hale - Saint Brigid's,"Hôpital Jeffery Hale - Saint Brigid's is located in Québec, QC, Canada and is part of the Business, Professional, Labor, Political, and Similar Organizations Industry. Hôpital Jeffery Hale - Saint Brigid's has      600 total employees across all of its locations and generates $140.47 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Business Professional Labor Political and Similar Organizations                                                                                                                                                                                                                                                                                                                                                            Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly                                                                                                                                                                                                                                                                                                                                                            Specialty (except Psychiatric and Substance Abuse) Hospitals                                                                                                                                                                                                                                                                                                                                                        Health association                                                                                                                                                                                                                                                              Convalescent home with continuous nursing care                                                                                                                           ,"
                                                    ciusss-capitalenationale.gouv.qc.ca
                                            ",     600,"
                                        
                                        
                                            Monique Carrière
                                        
                                        ","
                                            1250 ch Sainte-Foy Québec, QC, G1S 2M6 Canada
                                            
                                            
                                            
                                        ",(418) 684-5333,$140.47 million
0,Les YMCA du Quebec,"Les YMCA du Quebec is located in Montréal, QC, Canada and is part of the Social Advocacy Organizations Industry. Les YMCA du Quebec has    1,000 total employees across all of its locations and generates $138.86 million in sales (USD). (Sales figure is modelled). There are       14 companies in the Les YMCA du Quebec corporate family.",                                                                                                                                       Social Advocacy Organizations                                                                                                                                                                                                                                                                                                                                                            Child Day Care Services                                                                                                                                                                                                                                                                                                                                                            Civic and Social Organizations                                                                                                                                                                                                                                                                                                                                                        Community development groups                                                                                                                                                                                                                                                              Child day care services                                                                                                                           ,"
                                                    www.ymcaquebec.org
                                            ","   1,000","
                                        
                                        
                                            Stéphane Vaillancourt
                                        
                                        ","
                                            1435 rue Drummond bureau 4E Montréal, QC, H3G 1W4 Canada
                                            
                                            ",(514) 849-5331,$138.86 million
0,Bluewater Health,"Bluewater Health is located in Sarnia, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Bluewater Health has    1,800 total employees across all of its locations and generates $137.47 million in sales (USD).  There are        3 companies in the Bluewater Health corporate family.",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.bluewaterhealth.ca
                                            ","   1,800","
                                        
                                        
                                            Mike Lapaine
                                        
                                        ","
                                            89 Norman St Sarnia, ON, N7T 6S3 Canada
                                            
                                            ",(519) 464-4400,$137.47 million
0,"Diversicare Canada Management Services Co., Inc","
   Independence and dignity aren't too much to expect from Diversicare Canada Management Services (DCMS). The company owns, leases, or manages retirement and care facilities in Canada.&nbsp;DCMS&nbsp;operates&nbsp;about 20 long-term and retirement care facilities across the country; a large number of them concentrated in Ontario.&nbsp;Many of its communities offer trial stays to allow potential guests the opportunity to evaluate the home before moving in. DCMS' facilities",                                                                                                                                       Nursing Care Facilities (Skilled Nursing Facilities)                                                                                                                                                                                                                                                                                                                                                            Management Scientific and Technical Consulting Services                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Skilled nursing care facilities                                                                                                                           ,"
                                                    www.verveseniorliving.com
                                            ","   2,000","
                                        
                                        
                                            John Carnella
                                        
                                        ","
                                            5290 Yonge St Suite 200 North York, ON, M2N 5P9 Canada
                                            
                                            ",(416) 226-2424,$136.65 million
0,Toronto Rehabilitation Institute,"Toronto Rehabilitation Institute is located in Toronto, ON, Canada and is part of the Outpatient Care Centers Industry. Toronto Rehabilitation Institute has    1,800 total employees across all of its locations and generates $136.39 million in sales (USD). (Sales figure is modelled). There are       30 companies in the Toronto Rehabilitation Institute corporate family.",                                                                                                                                       Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Rehabilitation center outpatient treatment                                                                                                                           ,"
                                                    www.torontorehab.on.ca
                                            ","   1,800","
                                        
                                        
                                            Mark Rochon
                                        
                                        ","
                                            550 University Ave Toronto, ON, M5G 2A2 Canada
                                            
                                            ",(416) 597-3422,$136.39 million
0,Victoria General Hospital,"Victoria General Hospital is located in Winnipeg, MB, Canada and is part of the General Medical and Surgical Hospitals Industry. Victoria General Hospital has    1,200 total employees across all of its locations and generates $133.30 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.vgh.mb.ca
                                            ","   1,200","
                                        
                                        
                                            James (Jim) Gordon
                                        
                                        ","
                                            2340 Pembina Hwy Winnipeg, MB, R3T 2E8 Canada
                                            
                                            
                                            
                                        ",(204) 269-3570,$133.30 million
0,Cambridge Memorial Hospital,"Cambridge Memorial Hospital is located in Cambridge, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Cambridge Memorial Hospital has    1,200 total employees across all of its locations and generates $133.30 million in sales (USD). (Sales figure is modelled). There are        3 companies in the Cambridge Memorial Hospital corporate family.",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.cmh.org
                                            ","   1,200","
                                        
                                        
                                            Patrick Gaskin
                                        
                                        ","
                                            700 Coronation Blvd Cambridge, ON, N1R 3G2 Canada
                                            
                                            ",(519) 621-2330,$133.30 million
0,Brant Community Healthcare System,"Brant Community Healthcare System is located in Brantford, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Brant Community Healthcare System has    1,200 total employees across all of its locations and generates $133.30 million in sales (USD). (Sales figure is modelled). There are        2 companies in the Brant Community Healthcare System corporate family.",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.bchsys.org
                                            ","   1,200","
                                        
                                        
                                            Jim Hornell
                                        
                                        ","
                                            200 Terrace Hill St Brantford, ON, N3R 1G9 Canada
                                            
                                            ",(519) 751-5544,$133.30 million
0,Bruyere Continuing Care Inc,"Bruyere Continuing Care Inc is located in Ottawa, ON, Canada and is part of the Nursing Care Facilities (Skilled Nursing Facilities) Industry. Bruyere Continuing Care Inc has    2,059 total employees across all of its locations and generates $132.25 million in sales (USD).  There are        4 companies in the Bruyere Continuing Care Inc corporate family.",                                                                                                                                       Nursing Care Facilities (Skilled Nursing Facilities)                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Extended care facility                                                                                                                           ,"
                                                    www.bruyere.org
                                            ","   2,059","
                                        
                                        
                                            Bernie Blais
                                        
                                        ","
                                            43 Bruyere St Ottawa, ON, K1N 5C8 Canada
                                            
                                            ",(613) 562-6308,$132.25 million
0,St. Joseph's Health System,"St. Joseph's Health System is located in Hamilton, ON, Canada and is part of the Offices of Physicians Industry. St. Joseph's Health System has      100 total employees across all of its locations and generates $130.05 million in sales (USD).  There are       14 companies in the St. Joseph's Health System corporate family.",                                                                                                                                       Offices of Physicians                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Physicians' office including specialists                                                                                                                           ,"
                                                    www.smgh.ca
                                            ",     100,"
                                        
                                        
                                            Don Shilton
                                        
                                        ","
                                            50 Charlton Ave E Hamilton, ON, L8N 4A6 Canada
                                            
                                            ",(519) 744-3311,$130.05 million
0,YMCA of Hamilton/Burlington/Brantford,"YMCA of Hamilton/Burlington/Brantford is located in Hamilton, ON, Canada and is part of the Other Amusement and Recreation Industries Industry. YMCA of Hamilton/Burlington/Brantford has    1,725 total employees across all of its locations and generates $129.80 million in sales (USD). (Sales figure is modelled). There are       14 companies in the YMCA of Hamilton/Burlington/Brantford corporate family.",                                                                                                                                       Other Amusement and Recreation Industries                                                                                                                                                                                                                                                                                                                                                            Civic and Social Organizations                                                                                                                                                                                                                                                                                                                                                            Child Day Care Services                                                                                                                                                                                                                                                                                                                                                        Membership sports and recreation clubs                                                                                                                                                                                                                                                              Youth organizations                                                                                                                           ,"
                                                    www.ymcahbb.ca
                                            ","   1,725","
                                        
                                        
                                            Jim Commerford
                                        
                                        ","
                                            79 James St S Hamilton, ON, L8P 2Z1 Canada
                                            
                                            ",(905) 529-7102,$129.80 million
0,St. Joseph's Care Group,"St. Joseph's Care Group is located in Thunder Bay, ON, Canada and is part of the Outpatient Care Centers Industry. St. Joseph's Care Group has    1,700 total employees across all of its locations and generates $128.81 million in sales (USD). (Sales figure is modelled). There are        5 companies in the St. Joseph's Care Group corporate family.",                                                                                                                                       Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Nursing Care Facilities (Skilled Nursing Facilities)                                                                                                                                                                                                                                                                                                                                                            Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Psychiatric and Substance Abuse Hospitals                                                                                                                                                                                                                                                                                                                                                        Rehabilitation center outpatient treatment                                                                                                                           ,"
                                                    www.sjcg.net
                                            ","   1,700","
                                        
                                        
                                            Tracy Buckler
                                        
                                        ","
                                            35 Algoma St N Thunder Bay, ON, P7B 5G7 Canada
                                            
                                            ",(807) 343-2431,$128.81 million
0,Women's College Hospital,"Women's College Hospital is located in Toronto, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Women's College Hospital has      850 total employees across all of its locations and generates $127.64 million in sales (USD). (Sales figure is modelled). There are        5 companies in the Women's College Hospital corporate family.",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Hospital medical school affiliation                                                                                                                                                                                                                                                              General medical and surgical hospitals                                                                                                                           ,"
                                                    www.womenscollegehospitalfoundation.com
                                            ",     850,"
                                        
                                        
                                            Marilyn Emery
                                        
                                        ","
                                            76 Grenville St Toronto, ON, M5S 1B2 Canada
                                            
                                            ",(416) 323-6400,$127.64 million
0,Guelph General Hospital,"Guelph General Hospital is located in Guelph, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Guelph General Hospital has    1,050 total employees across all of its locations and generates $126.62 million in sales (USD).  There are        2 companies in the Guelph General Hospital corporate family.",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.gghorg.ca
                                            ","   1,050","
                                        
                                        
                                            Marianne Walker
                                        
                                        ","
                                            115 Delhi St Guelph, ON, N1E 4J4 Canada
                                            
                                            ",(519) 822-5350,$126.62 million
0,CareRx Corporation,"CareRx Corporation is located in Toronto, ON, Canada and is part of the Management, Scientific, and Technical Consulting Services Industry. CareRx Corporation has      686 total employees across all of its locations and generates $200.48 million in sales (USD).  There are       19 companies in the CareRx Corporation corporate family.",                                                                                                                                       Management Scientific and Technical Consulting Services                                                                                                                                                                                                                                                                                                                                                            Pharmaceutical and Medicine Manufacturing                                                                                                                                                                                                                                                                                                                                                            General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                        Hospital and health services consultant                                                                                                                                                                                                                                                              Biological products except diagnostic                                                                                                                           ,"
                                                    www.centrichealth.ca
                                            ",     686,"
                                        
                                        
                                            David Murphy
                                        
                                        ","
                                            20 Eglinton Ave W Suite 2100 Toronto, ON, M4R 1K8 Canada
                                            
                                            ",(416) 927-8400,$200.48 million
0,Providence Care Centre,"Providence Care Centre is located in Kingston, ON, Canada and is part of the Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly Industry. Providence Care Centre has    1,800 total employees across all of its locations and generates $122.99 million in sales (USD). (Sales figure is modelled). There are        5 companies in the Providence Care Centre corporate family.",                                                                                                                                       Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly                                                                                                                                                                                                                                                                                                                                                            Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Specialty (except Psychiatric and Substance Abuse) Hospitals                                                                                                                                                                                                                                                                                                                                                            Psychiatric and Substance Abuse Hospitals                                                                                                                                                                                                                                                                                                                                                        Convalescent home with continuous nursing care                                                                                                                           ,"
                                                    www.providencecare.ca
                                            ","   1,800","
                                        
                                        
                                            Cathy Szabo
                                        
                                        ","
                                            752 King St W Kingston, ON, K7L 4X3 Canada
                                            
                                            ",(613) 544-4900,$122.99 million
0,Concordia Hospital,"Concordia Hospital is located in Winnipeg, MB, Canada and is part of the General Medical and Surgical Hospitals Industry. Concordia Hospital has    1,100 total employees across all of its locations and generates $122.19 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.concordiahospital.mb.ca
                                            ","   1,100","
                                        
                                        
                                            Henry Tessmann
                                        
                                        ","
                                            1095 Concordia Ave Winnipeg, MB, R2K 3S8 Canada
                                            
                                            
                                            
                                        ",(204) 667-1560,$122.19 million
0,Centre de santé et de services sociaux de la Baie-des-Chaleurs,"Centre de santé et de services sociaux de la Baie-des-Chaleurs is located in Maria, QC, Canada and is part of the General Medical and Surgical Hospitals Industry. Centre de santé et de services sociaux de la Baie-des-Chaleurs has    1,100 total employees across all of its locations and generates $122.19 million in sales (USD). (Sales figure is modelled). There are        3 companies in the Centre de santé et de services sociaux de la Baie-des-Chaleurs",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    cisss-gaspesie.gouv.qc.ca
                                            ","   1,100","
                                        
                                        
                                            Gerald Arsenault
                                        
                                        ","
                                            419 boul Pérron Maria, QC, G0C 1Y0 Canada
                                            
                                            ",(418) 759-3443,$122.19 million
